tweet,label
"#postcardfromnl . Minggu lalu, tahun akademik 2020 di Belanda sudah resmi dimula. Sebagian besar kegiatan dilakukan secara onlin. Kegiatan yang dilakukan secara offline tetap menerapkan pembatasan jumlah peserta dan social distancing #OnlineBecauseWeCan #OAY2020 #StudidiBelanda pic.twitter.com/Z7tBT62IN2",1
Jan lupa ttp Social Distancing bg 😬😬,1
Gishagi watu hawatambui masks na social distancing errands ni kama kawaida tu haha,-1
"Social distancing ko mad e nazar rkhty huwe ek din teachers or agly din students aiengy donun ko ikathy any ki ijazat nai hugi
                            ~Shafqat_mehmood",-1
gausah di saksiin lg social distancing,1
"Gpp, asal ghibahnya diikutin ama ""Kita mesti hati-hati juga ya jadinya, mesti pake masker dan social distancing.""",1
"Kangen ngonser gak sih, bro? Di Inggris udah ada nih konser yang menerapkan social distancing, Indonesia kapan ya kira-kira?

#MauLagiDimanapun #MLDSPOT #INSPIRINGLIFESTYLE https://www.mldspot.com/music-news/konser-social-distancing-di-inggris-sukses-bisa-diterapkan-di-indonesia …",0
"Bener..
Lagian social distancing di indo tuh hanya wacana, asli",0
lagi social distancing. ntar kalo rame kena grebek satpol pp :(  https://twitter.com/plastikmicin/status/1302833107410644995 …,1
"Benernya alasan kopid dah bener. Mau itu social distancing ato apalah, pokoknya sini juga membatasi diri.",1
"Vaksin telah diproduksi. 
Menerapkan Social distancing, masker.

Apakah akan diperpanjang lagi PSBB?",1
ini kampnya social distancing apa ya  https://twitter.com/suppitweets/status/1302653333941837825 …,1
"Semalem pulang dari Sedayu, lewat daerah pathuk pusat bakpia penuh macet, sepanjang jl. K. S Tubun penuh bus pariwisata. Wisatawan antri masuk toki bakpia tanpa social distancing. Aku malah mesakne jaran e.",1
lagi corona harus social distancing. dilarang berdekatan apalagi ciuman.,1
"Shi mein koi sop follow nhi hui
Social distancing to mazak thi wahan
Ek seat ka gap bhi nhi tha students ke beech mein
Ek seat par do log baithe the😭😭😩😩",-1
"Taro depan pintu aja yaaaa, social distancing",1
"Semoga bermanfaat!

Kredit tips & imej:  https://tajria.com/2020930 
#binarumahatastanahsendiri #kontraktorbinarumah #tjcteam #staysafe #covid19 #socialdistancing #tipskediaman",-1
"ekspetasi w terlalu tinggi. Udah ngebayangin op nya si mulan tp cuma meh, fight scene nya kurang, dan demi apa anj dia ama shen atau siapalah cowonya itu akhirnya cuma JABAT TANGAN. PELUKAN KEK CIUM DI DAHI KEK ok lg social distancing tp overall ttp worth ditonton, scr ini disney",-1
"Makan biji salak dulu ah... #stayhome #staysafe #stayhealthy #socialdistancing #dirumahaja #tolaktatananbaru #tolaknewnormal @ Bogor, Indonesia  https://www.instagram.com/p/CE0ohlegKRY/?igshid=1nmqv5bnnt81u …",1
lagi social distancing kakak  https://twitter.com/suppitweets/status/1302653333941837825 …,1
turut berduka cita https://twitter.com/detikcom/status/1302828016905658374 …,-1
Social distancing k chakkar me 100cr ka film 10 crore ban jayegi,-1
siangnya makan besar gala lunch makan 10 porsi makanan https://twitter.com/detikcom/status/1302828014678441984 …,-1
GAADA LAGI GES SOCIAL DISTANCING PLES NYUWINYA LIRIK TE TRS AAAAWWWWW  pic.twitter.com/Kgg7poinJ6,0
Social distancing bgt ya hahaha,1
Itu pasukan lg social distancing pa gmn,0
Kureng betul ilmu referencing dia ni,0
Bgst ini orang2 jaktim pada gatau social distancing apa nempel bae😒,0
Tak sabar nak merasa social distancing dalam optic room,1
lebih ke malu sih he he ((social distancing)),1
Aap log agar koi neta ya public social distancing na follow kre toh usko dus din tak apne TV pe dikhate hai..kya media ko covid nahi hota kya?????copy and tweet this instead,-1
"Gaboleh jabat tangan, lagi pandemi, social distancing",1
Ini dalam rangka social distancing banget nih ? Pegangan tangan nya kek orang salim kurang greget amat  https://twitter.com/wonho__/status/1302789576927272961 …,1
"bnr bgt mba, lingkunganku orang2nya gaada yg pake masker. gak ada namanya social distancing😢 bahkan kalo aku lg keluar krn ada urusan dan pake masker malah diliatin jutek. yg aku takutin karna ada kakekku, untung gapernah dibolehin keluar rmh",0
"yup benar, walau hanya suruh cuci tangan trus di scan suhu tubuh. walau di dalem urakan ga social distancing tapi ya ""setidaknya""",0
Ramai jugak dia ajak pergi bungee jumping ni,-1
mian gk jadi dah social distancing  pic.twitter.com/QjNdYHGFbF,0
Social distancing fc yamasimba,-1
"Tak bisa dipungkiti untuk saat ini memang pabrik menjadi klaster tertinggi dalam penyebaran covid-19.

tidak diberlakukanya social distancing pada pabrik akan mempermudah virus ini untuk menyebar. !!

 https://www.tribunnews.com/bisnis/2020/09/04/pemerintah-minta-pemilik-pabrik-disiplin-protokol-kesehatan-untuk-tekan-penyebaran-covid-19 …
#GanjilGenapPerparahCovidDKI",0
Aur jis trh se media wale social distancing ka kachada kr k reporting kr rhe h na to aur case badhenge media hi rules follow ni kregi to baki janta khak kregi ..makkhi ki trh rhea showik k piche bhinn bhunkate rhte h 😂,-1
Gillian bantuan cepet tapi giliran minta tolong social distancing Dan make masker nurutinnya setenggah mati.... emang ya Kalo ngomongin gaya gak Ada habisnya awokawokawok,0
DENGAN MEMPERHATIKAN PROTOKOL KESEHATAN... Social distancing ini  https://twitter.com/suppitweets/status/1302653333941837825 …,1
Lagi social distancing,1
"ERA BARU, bukan normal baru. Era baru: era platform, era digital, dengan strict containment strategy and rigid social distancing di masa pandemi",1
"Sanju raut he pandhyra dukracha kala pillu aahe. Baap dakhav bhadkhav, sagla janma bai mansanna dhamkya denyat ani 10janpath la muzra tothavnyat galavtoy twutya sala https://twitter.com/kanganateam/status/1302814705568813057 …",-1
"Iyaa kan sekarang social distancing, semuanya disuruh daring",1
"Pagi min @KAI121 mau nanya untuk kereta bengawan, kursi social distancing yang duduk hanya sendirian di kursi berapa saja ya? Terima kasih 🙏🙏",-1
Rasanya pengen ditabrak atau mati aja gt tbtb,-1
"dampak social distancing, jaga jarak dan kapasitas dikurangi 😅",1
"Emg negara ini kyknya milik sang penguasa dan kelompoknya saja, pendftaran pilkada dibyk tpt itu dg massa byk iring2an tnpa memperdulikan social distancing boleh.",0
"you hypocrite- dahal protokol kesehatan udh di terangkan jelas jelas tp ohhhh you little shits malah masi berkeliaran tanpa masker dan NOT SOCIAL DISTANCING dude!! gtau apa klo ada virus? pura pura bodoh atau emg gk percaya? ""kita tidak takut virus tapi takut tuhan"" halah ngakak",1
Boleh download air dan letrik,-1
"Dari dulu lagi tunggang terbalik.. bikin kampung tanpa wayar, tapi tiada karan. Bikin jambatan tapi tiada sungai. Dll.",-1
Itu kan lagi social distancing dap,1
Wkwkkwk.. Penuuh gilaakk.. Social distancing meureeunn..,0
Iyarame trus jadi zonamerah lagi hiks karna ga social distancing,1
"makanya, social distancing pun takpayah sebab korang attend kat rumah je. so selamat la sikit. korang boleh pilih untuk daftar kat laman web yang lala attach kat dalam gambar ni okie.  pic.twitter.com/cFCqcEpv2A",-1
Tam mahu  social distancing,-1
Dalah tkde social distancing pastu tk pakai mask!!,0
Artis2 yang post gambar tkde social distancing ni tk tacoddd keee,0
Oh Atta blon paham social distancing sampe hrs kelas pa mentri yg ngajarin yah ? 😂😂😂,0
"Tim tetap kompak meski virtual. Emang bisa?

Karena kondisi pandemi yang mengharuskan kita social distancing pun membuat kita harus dapat beradaptasi dan berkomunikasi secara online.

Kamu merasakan kendala juga tidak untuk berkomunikasi secara online, pemimpin muda?",1
Bisa klo emng perasaannya nerapin social distancing,1
"Padahal Covid19 belum reda tapi enggak social distancing, ohh nagari 🙃🙃  https://twitter.com/titianggraini/status/1302648666914660353 …",0
"Sementara yg ngeliput sama sekali tdk memperhatikan #SocialDistancing #jagajarak 
Akankah lokasi hukuman ini akan mjd cluster baru..??
🤔 https://twitter.com/miraclemile11/status/1302661514835361792 …",0
"Ada lagi satu trend Lazada...
flirting di review post...🤔",-1
"[Senin, 7 Apa sih itu Social Distancing?]

Yuk, disimak.👇🏻
Tetap jaga jarak, Hindari Kerumunan, dan lebih baik ttp di rumah ya😉
#KukertaDaringUINBanten2020
#KukertaModerasiBeragamaPertama
#KukertaAmanProduktifMasaCovid19 pic.twitter.com/DJVwJvtPI7",1
"Bukan ga ada bajet tapi lagi social distancing, shooting pas covid-19 gak boleh rame rame🤭  https://twitter.com/suppitweets/status/1302679875799539712 …",1
"Protokol Covid 19 
#coronavirus #lawancorona #masker #socialdistancing #antiresesi #covid19 #jagajarak @ Cilegon  https://www.instagram.com/p/CE0cBt8gIB-/?igshid=1mwirkkwmg78t …",1
"sedih banget liat foto di berita, ada calon pasangan pempimpin daerah yang siap maju pemilu, di belakang nya ada ribuan pendukung. gak nerapin social distancing, ada yang gapake masker ditambah dengan situasi yang beriringan dengan jumlah kasus covid19 yang bertambah :((",0
Social distancing nhi dikh rhi ek sofe pe do do log bethe hai,-1
"Yang social distancing bukan hanya aku, tapi jawaban PTS ku juga ..  pic.twitter.com/rqtTtXQSoH",1
"Air yang tenang
 jangan disangka takda taik di dasar",-1
Social Distancing ki tho .. ** kar diya..,1
disimpan juga diorama bgmn sabotase social distancing affective dstnya😀😀😀 https://megapolitan.okezone.com/read/2020/03/16/338/2183968/ketua-dprd-dki-sesalkan-adanya-penumpukan-penumpang-di-halte-transportasi-umum …,-1
"😂 jgn lupa social distancing Dam 
Kamu ga perlu aku utk jd alasan deact",1
social distancing dipshit /lh,-1
"Tetap Social Distancing Ketika Beraktivitas Diluar
.
.
#Divisihumaspolri #Poldapapuapromoter #Polripromoter #Polriuntukindonesia #Polricegahcorona #Bersamacegahcovid-19 #Polisiindonesia pic.twitter.com/88a34RhwCQ",1
Nya tok baru moginum kah...pandai sudah berspiking,-1
"Wah re media...
What a social distancing...🤔
Kisi media ne ye news nahi dikhai...😔  https://twitter.com/timesofindia/status/1302795490124165120 …",-1
"Assalamualaikum & Selamat Pagi Warga Twitter!

7 September 2020 bersamaan 19 Muharram 1442H
Semoga dipermudahkan segala urusan harini 🥰
#binarumahatastanahsendiri #kontraktorbinarumah #tjcteam #staysafe #covid19 #socialdistancing #quoteoftheday pic.twitter.com/8vHnczHLxS",1
pasukan campnya social distancing  https://twitter.com/suppitweets/status/1302653333941837825 …,1
"(KUKERTA-DR Day 6)
Pembahasan hari ini adalah tentang ""apa itu isolasi mandiri, karantina mandiri, dan social distancing"". Semoga bermanfaat untuk semua 😊
.
#KUKERTADaringUINBanten2020
#KUKERTAModerasiBeragamaPertama
#KUKERTAAmanProduktifMasaCOVID-19 pic.twitter.com/ii7r9IjZu6",1
Ini mah jadi kayak.. latihan social distancing :(  https://twitter.com/suppitweets/status/1302653333941837825 …,0
"Tapi aku dah termarah tadi. Tengah beratur nak masuk lif opis, akak kat belakang aku ajak kawan dia yang kat depan untuk penuh kan je lif tak perlu social distancing. 😒 Dah tu buat apa beratur kalau ko bukan jenis bertamadun kak!?  https://twitter.com/hanifjamals/status/1302762513667219456 …",-1
social distancing atuh,1
Disuru social distancing mi,1
"rakyatnya jg masha allah, kemaren pas mau lebaran pada borong2 ke mall segala macem buat beli baju... HAYOLAHHH KAN UDH ADA ATURAN SOCIAL DISTANCING, kasian rakyat yg udh isolasi diri dan udh gk ketemu keluarga selama berhari2-berbulan2, jadinya kyk yg gk guna gt-",1
Free ker ajaran dia ni? Mesti ada udang di sebalik batu...,-1
eh tapi social distancing,0
Social distancing nunaa jangan mepet mepett😭😭😭😭,0
"Indonesia vs Covid-19 sampai saat ini;
❎Lock Down
❎Disiplin Masker
❎Disiplin Social Distancing
❎Gelombang Ke-2
☑️Joget Ubur-Ubur
☑️Ngeledekin Pake Jamu&Nasi Kucing
☑️Gelombang Pertama Blm Berhenti
☑️Mulai Diisolasi Negara Lain
The worse is yet to come!

#IndonesiaDalamBahaya",0
"Makanya jangan ngumpul, lagi social distancing juga",0
Tiada di shoppee. Ada potensi di situ. So far saya dah dapat Lihing Tambunan dari shoppee pic.twitter.com/fRKWF5f6T1,-1
"Assalamualaikum teman temna selamat pagii✨ 
Semoga pada semangat ya ngejalanin aktivitas ya!!
Disini aku mau kasi info apa si “Social Distancing” itu baca penjelesan diatas yaa🙂 

Jangan lupa like sma komen juga hehe  pic.twitter.com/6BqjHb2Qp6",1
"Platform Antrian gratis berbasis cloud dan mobile Apps untuk institusi di masa Social Distancing. 
kyoo juga membantu mengatur alokasi atau kuota untuk acara khusus, musik dan hiburan, serta kegiatan keagamaan.
Daftarkan institusi atau bisnis anda di :  https://kyoo.id/cloud/ . pic.twitter.com/fAmxId9g5X",1
Social distancing yaa wkwkwk,1
"masih, tapi ga deket² banget sih.. social distancing soalnya,",1
"DAY 6 [APA ITU SOCIAL DISTANCING] Assalamu'alaikum. Saya Muhamad Nizar Alwan NIM : 171420034 , Jurusan Perbankan Syariah, Fakultas Ekonomi dan Bisnis Islam UIN Sultan Maulana Hasanudin

#KukertaDaringUINBanten2020
#KukertaModerasiBeragamaPertama
#KukertaAmanProduktifMasaCovid-19 pic.twitter.com/HuH9TfCxUQ",-1
social distancing muna dongchan jooch kahapon dodong bukas,-1
Mana beli ni? Ada jual di shoppee ka,-1
"Total ada 11 tim peserta yang telah mempersiapkan diri selama 2 bulan. Selain itu, dalam menghadapi COVID-19, staf telah mengambil langkah-langkah untuk social distancing, memastikan jumlah staf sesedikit mungkin, dan keselamatan menjadi prioritas utama.",1
Social distancing ki aisi ki taisi,-1
Tak cukup ka? pic.twitter.com/wg7T7THzd5,-1
"Sat Lantas Polres Pekalongan terus memberikan himbauan kepada masyarakat untuk tetap mematuhi protokol kesehatan, diantaranya tetap memakai masker dan menerapkan social distancing.  pic.twitter.com/gMXqkBCwB6",1
@rsprasad @ravishndtv @sohitmishra99 @PMOIndia - Where is Social distancing - 02 gaj ki doori bahut jaruri.  https://twitter.com/sohitmishra99/status/1302635707060555777 …,-1
kaosnya bu Atiqoh galak bgt ya pak..  hrs tetep social distancing 😆,1
#India me kl 91723 new cases milye hai Agr #SocialDistancing follow hote hai to Q itna Jada case arhe hai. Han BHAi Goa ke cm aap khud #covidpositive aye hai Bolte hai ki Sare sop follow honge #cancelcompartmentexam2020 #CancelCompartment_PromoteAll #PostponeJEEAndNEET @PMOIndia pic.twitter.com/nRszj8sLG4,-1
"Itu juga udah disuruh pak Jokowi buat ngikuting protokol kesehatan, diem di rumah aja, social distancing, dll. Orang2 nya gak ngikutin, pak Jokowi yang disalahin. Miris.",0
32 wakil rakyat dan rombongan hadir untuk beri sokongan. Tapi yang disokong belum muncul lagi. https://twitter.com/IsabelleAWANI/status/1302777900525998082 …,-1
"Kalau orang dgn upah harian itu emang gak bisa disalahin ya.Tapi kalau lewat jalan Senopati,banyak restoran & kafe yang selalu penuh, atau banyak group2 yang middle-up ngumpul & selfi bareng enggak #SocialDistancing - alesannya pas selfi aja masker dibuka. Bingung sm cr mikirnya.",0
Apa itu artinya pengunjung sadar social distancing.....jaga jarak dg sumber masalah  🙊,1
Abb kaha gai social distancing.... Abb media kya bolegi ispe.... It means joh media chayegi wahi hoga... Modi ji aapke charan kaha hai... 🙏,-1
Mungkin lain bisa dibikin agak berjarak karena social distancing,1
"Kok gak social distancing sih, katanya protokol kesehatan. Mana jalan di penuhin pulak😏",0
"Bismillah, santri kelas 6 Ponpes Attaqwa Putri memulai aktivitas KBM tatap muka dengan apel perdana di era new normal dan tetap mematuhi protokol kesehatan.
#socialdistancing…  https://www.instagram.com/p/CE0OcQXHgyJ/?igshid=12nwel1uvw1cd …",1
"kadang ga percaya sama statement ""tetap melakukan sesuai protokol kesehatan"" yang dilakukan orang indonesia :///, ngumpul rame-rame trs gada social distancing mana pake acara buka masker segala hhhhh",0
Dah ni takde orang nak marah ke sebab takde social distancing and tak pakai mask? ohh kena jadi politician or rakyat marhaen je baru boleh kena marah  https://twitter.com/nurinafiqaaah/status/1302506562041176064 …,0
"Buat Anies ga penting juga gitu. Minta d datangin. Trus yg dtg nangis"" gt minta Salim sm Anies kaya film drama Indosiar. Lebih bagus seperti itu social distancing. Lagi banyak pilus kolona.",1
kinda?,-1
Sarapan pagi dulu ah... #stayhome #staysafe #stayhealthy #socialdistancing #dirumahaja #tolaktatananbaru #tolaknewnormal @ Ciomas Permai Bogor....  https://www.instagram.com/p/CE0LVueBYJ7/?igshid=7hpxj745t504 …,1
Gila ya India perhari 90.000 sedangkan indo 3.000 perharinya. Alig si dilihat dari kepadataan penduduk si emg India padet bgt daerahnya. Apalagi dempet2an gt mana sempet social distancing disana,0
"Mas nak meh metu omah amarga golek duit kui yo ra salah. Nanging nak metu mung gawe kumpul2 ra jelas, ora social distancing lan ora gowo masker kui nyusahke. Nyusahke keluarga, awake dewe lan negoro. Salah salahmu dewe tapi sing melu nanggung yo wong liyo",0
"Setuju, dan saya tetap memakai masker, social distancing dan tetap berperilaku hidup sehat.",1
Lagi social distancing oppa gaboleh dekete-deket🥺,1
Social distancing nga pala dapat,0
Selamat pagi bro n sis. Lebih baik #stayathome #isolateyourself dan #socialdistancing bantu kurangi penyebaran #covid19,1
mainnya sama2 ke taman tp ldr an soalnya lg social distancing eaa,1
Sekarang majlis kahwin dah tak perlu social distancing ke?🤔,0
babgtwice social distancing,-1
"COVID PROTOCOL MEIN INC KA KYA YOGDAAN HAIN
#Rahuljawaabdo",-1
"Rombongan etnis Rohingya yang baru tiba ini sudah dijemput untuk dibawa ke lokasi pengungsian dan diberi masker serta akan segera dilakukan rapid tes, demi menjaga kesehatan dan protocol covid 19. ⁣
⁣⁣",1
"TETAP MEMPERHATIKAN PROTOCOL PENCEGAHAN COVID-19, SERAH TERIMA PIKET LAMA DAN BARU WAJIB DILAKULAN.  https://humaspolressingkawang.wordpress.com/2020/09/07/tetap-memperhatikan-protocol-pencegahan-covid-19-serah-terima-piket-lama-dan-baru-wajib-dilakulan-3/ …",1
"Pertanda gaiso mulih :(
Padahal september ada acara keluarga, 
Jd gemes sama yg ga disiplin protocol covid :(  https://twitter.com/BBCIndonesia/status/1302764489008451584 …",0
